"po_item_id","purchase_order_id","product_id","quantity","unit_cost","total_cost","expected_delivery_date"
153,34,8,188,56.3,10585.23,"2022-02-23"
154,34,7,220,139.66,30724.54,"2022-02-23"
155,35,2,134,474.87,63631.94,"2022-03-14"
156,35,6,30,157.23,4717.05,"2022-03-14"
157,35,7,207,151.18,31293.7,"2022-03-14"
158,35,3,120,455.08,54610.03,"2022-03-14"
159,35,1,225,410.1,92273.12,"2022-03-14"
160,36,1,89,387.65,34501.11,"2022-03-15"
161,36,2,102,487.42,49717.11,"2022-03-15"
162,36,8,201,53.45,10743.2,"2022-03-15"
163,36,12,102,795.31,81121.92,"2022-03-15"
164,36,9,202,256.35,51782.46,"2022-03-15"
165,36,12,207,793.02,164154.69,"2022-03-15"
166,37,12,149,809.1,120556.21,"2022-03-18"
167,37,11,221,428.42,94681.25,"2022-03-18"
168,37,4,154,459.44,70753.28,"2022-03-18"
169,38,9,151,258.54,39039.0,"2022-04-01"
170,38,10,36,60.38,2173.63,"2022-04-01"
171,38,7,182,147.9,26918.03,"2022-04-01"
172,38,11,259,394.76,102243.85,"2022-04-01"
173,39,8,83,54.87,4554.42,"2022-04-06"
174,39,1,233,360.03,83886.91,"2022-04-06"
175,39,6,40,176.4,7056.17,"2022-04-06"
176,39,12,135,759.77,102568.99,"2022-04-06"
177,40,11,104,430.68,44790.56,"2022-04-15"
178,40,11,239,408.6,97655.17,"2022-04-15"
179,40,4,94,477.65,44898.68,"2022-04-15"
180,40,9,289,259.92,75115.87,"2022-04-15"
181,41,1,110,425.4,46793.86,"2022-04-12"
182,41,7,151,128.7,19433.28,"2022-04-12"
183,41,3,174,422.76,73560.69,"2022-04-12"
184,41,3,127,426.2,54127.36,"2022-04-12"
185,41,2,138,536.55,74044.47,"2022-04-12"
186,41,9,119,252.67,30067.35,"2022-04-12"
187,42,5,162,147.78,23940.98,"2022-03-27"
188,42,4,111,480.31,53314.77,"2022-03-27"
189,42,1,207,374.08,77435.58,"2022-03-27"
190,42,12,184,678.4,124825.57,"2022-03-27"
191,42,1,132,406.08,53602.83,"2022-03-27"
192,42,12,109,741.28,80799.21,"2022-03-27"
193,42,5,159,143.48,22812.87,"2022-03-27"
194,43,2,76,490.69,37292.18,"2022-04-15"
195,43,3,116,443.92,51495.04,"2022-04-15"
196,43,5,143,147.47,21088.39,"2022-04-15"
197,43,8,199,51.97,10341.79,"2022-04-15"
198,44,4,144,456.47,65731.65,"2022-04-13"
199,44,6,24,164.99,3959.78,"2022-04-13"
200,44,6,48,166.17,7976.2,"2022-04-13"
201,44,1,91,360.79,32831.56,"2022-04-13"
202,44,6,36,153.69,5533.02,"2022-04-13"
203,44,5,102,139.38,14216.84,"2022-04-13"
204,45,4,135,459.39,62018.03,"2022-04-07"
205,45,7,143,136.7,19548.01,"2022-04-07"
206,45,12,223,781.14,174194.22,"2022-04-07"
207,45,5,131,138.93,18199.66,"2022-04-07"
208,46,6,19,162.07,3079.29,"2022-04-19"
209,46,3,190,406.97,77324.06,"2022-04-19"
210,46,2,87,558.22,48565.06,"2022-04-19"
211,46,2,65,489.77,31835.26,"2022-04-19"
212,46,1,186,398.6,74139.36,"2022-04-19"
213,46,7,98,140.51,13770.08,"2022-04-19"
214,46,7,88,145.23,12779.95,"2022-04-19"
215,47,10,27,49.61,1339.35,"2022-04-01"
216,47,10,43,60.07,2582.99,"2022-04-01"
217,47,9,137,271.34,37174.22,"2022-04-01"
218,47,7,188,136.04,25575.02,"2022-04-01"
219,48,9,292,252.77,73808.61,"2022-04-24"
220,48,6,27,185.23,5001.3,"2022-04-24"
221,48,4,225,480.12,108027.28,"2022-04-24"
222,48,10,56,56.11,3142.08,"2022-04-24"
223,48,6,35,174.77,6117.01,"2022-04-24"
224,48,5,219,140.79,30832.22,"2022-04-24"
225,48,6,39,178.02,6942.81,"2022-04-24"
226,48,3,129,487.63,62903.74,"2022-04-24"
227,49,3,87,467.36,40660.11,"2022-04-12"
228,49,7,169,127.7,21580.85,"2022-04-12"
229,49,10,20,54.37,1087.31,"2022-04-12"
230,49,9,144,259.27,37334.6,"2022-04-12"
231,49,10,20,56.36,1127.18,"2022-04-12"
232,49,6,20,176.0,3519.92,"2022-04-12"
233,49,5,99,151.55,15003.17,"2022-04-12"
234,49,9,213,255.59,54440.37,"2022-04-12"
235,50,3,82,470.34,38567.77,"2022-03-18"
236,51,12,161,795.55,128083.36,"2022-03-18"
237,51,2,72,484.21,34863.39,"2022-03-18"
238,51,8,205,52.18,10697.85,"2022-03-18"
239,51,3,185,479.76,88755.2,"2022-03-18"
240,51,11,167,401.02,66970.76,"2022-03-18"
241,51,7,152,147.84,22471.88,"2022-03-18"
242,51,3,175,410.28,71799.43,"2022-03-18"
243,51,4,128,502.57,64329.29,"2022-03-18"
244,52,11,229,369.52,84620.94,"2022-04-17"
245,53,7,117,140.56,16444.98,"2022-03-31"
246,53,5,197,136.74,26937.8,"2022-03-31"
247,53,5,82,163.56,13411.94,"2022-03-31"
248,53,3,122,475.13,57965.68,"2022-03-31"
249,53,11,279,410.4,114501.14,"2022-03-31"
250,54,10,53,58.89,3121.18,"2022-03-26"
251,54,8,114,53.97,6152.73,"2022-03-26"
252,54,4,213,467.23,99519.81,"2022-03-26"
253,54,1,133,410.0,54529.47,"2022-03-26"
254,54,1,96,421.12,40427.13,"2022-03-26"
255,54,9,242,270.4,65435.71,"2022-03-26"
256,54,12,221,791.37,174893.29,"2022-03-26"
257,55,10,42,58.9,2473.82,"2022-03-17"
258,55,7,193,153.18,29563.79,"2022-03-17"
259,55,4,123,494.24,60791.61,"2022-03-17"
260,55,7,130,132.06,17167.41,"2022-03-17"
261,55,5,186,152.86,28432.46,"2022-03-17"
262,55,4,203,509.4,103408.78,"2022-03-17"
263,55,5,116,164.16,19043.01,"2022-03-17"
264,55,1,220,364.32,80150.48,"2022-03-17"
265,56,5,209,156.65,32740.04,"2022-03-31"
266,56,11,159,362.01,57560.24,"2022-03-31"
267,56,6,32,182.51,5840.46,"2022-03-31"
268,56,1,242,374.15,90543.25,"2022-03-31"
269,56,1,175,380.89,66655.13,"2022-03-31"
270,56,6,34,182.5,6205.07,"2022-03-31"
271,56,1,195,438.0,85410.44,"2022-03-31"
272,56,1,117,397.72,46533.33,"2022-03-31"
273,57,12,184,772.46,142131.74,"2022-03-09"
274,57,11,278,392.16,109019.78,"2022-03-09"
275,57,6,25,157.72,3943.05,"2022-03-09"
276,57,3,194,430.1,83439.36,"2022-03-09"
277,57,9,172,258.1,44393.58,"2022-03-09"
278,57,11,283,410.05,116043.85,"2022-03-09"
279,58,7,185,153.69,28432.05,"2022-05-01"
280,59,12,143,693.0,99099.34,"2022-04-15"
281,59,4,179,490.32,87767.37,"2022-04-15"
282,59,12,130,745.72,96943.22,"2022-04-15"
283,60,4,225,497.23,111877.43,"2022-05-05"
284,60,3,196,477.16,93523.79,"2022-05-05"
285,60,7,184,148.83,27385.46,"2022-05-05"
286,61,8,181,60.46,10942.96,"2022-05-04"
287,62,9,162,244.88,39670.74,"2022-05-03"
288,62,9,171,267.6,45759.09,"2022-05-03"
289,62,1,238,428.53,101989.85,"2022-05-03"
290,62,6,25,156.82,3920.44,"2022-05-03"
291,63,12,173,813.99,140819.68,"2022-05-21"
292,63,11,222,387.79,86089.57,"2022-05-21"
293,63,11,240,414.79,99548.54,"2022-05-21"
294,63,6,20,161.7,3233.93,"2022-05-21"
295,63,8,144,53.55,7711.28,"2022-05-21"
296,63,5,185,157.46,29130.37,"2022-05-21"
297,63,3,86,486.19,41812.36,"2022-05-21"
298,64,2,99,565.01,55935.54,"2022-05-18"
299,64,3,101,495.0,49994.87,"2022-05-18"
300,64,3,175,406.52,71141.42,"2022-05-18"
301,64,12,97,717.84,69630.74,"2022-05-18"
302,64,5,201,142.32,28607.2,"2022-05-18"
303,64,8,112,55.71,6239.28,"2022-05-18"
304,64,5,176,163.79,28827.47,"2022-05-18"
305,64,2,132,541.21,71440.38,"2022-05-18"
306,65,7,133,131.19,17448.49,"2022-05-11"
307,65,12,215,689.77,148301.24,"2022-05-11"
308,65,6,30,168.26,5047.84,"2022-05-11"
309,65,12,103,768.6,79165.29,"2022-05-11"
310,65,11,271,428.99,116255.23,"2022-05-11"
311,66,12,101,782.34,79016.75,"2022-05-12"
312,67,2,71,558.49,39653.13,"2022-05-09"
313,67,11,287,372.92,107027.53,"2022-05-09"
314,67,1,219,377.96,82773.56,"2022-05-09"
315,67,2,116,492.83,57168.35,"2022-05-09"
316,67,2,138,506.44,69889.29,"2022-05-09"
317,67,2,69,479.21,33065.15,"2022-05-09"
318,68,5,93,160.12,14891.02,"2022-04-18"
319,68,6,27,157.68,4257.23,"2022-04-18"
320,68,7,119,127.49,15170.88,"2022-04-18"
321,69,8,210,53.94,11326.81,"2022-05-07"
322,69,12,84,736.73,61885.63,"2022-05-07"
323,69,1,137,362.23,49625.75,"2022-05-07"
324,69,11,151,377.86,57056.65,"2022-05-07"
325,69,8,113,58.24,6581.37,"2022-05-07"
326,69,10,34,51.16,1739.38,"2022-05-07"
327,69,5,103,146.55,15094.76,"2022-05-07"
328,69,7,86,129.48,11135.58,"2022-05-07"
329,70,11,280,369.45,103446.48,"2022-04-29"
330,70,8,89,54.25,4827.99,"2022-04-29"
331,70,8,185,55.77,10318.36,"2022-04-29"
332,70,9,105,234.55,24627.89,"2022-04-29"
333,70,5,148,137.66,20374.34,"2022-04-29"
334,71,6,28,170.16,4764.49,"2022-04-20"
335,71,7,134,133.37,17871.13,"2022-04-20"
336,71,1,145,364.29,52822.03,"2022-04-20"
337,71,5,110,141.94,15613.57,"2022-04-20"
338,71,7,233,152.06,35431.09,"2022-04-20"
339,71,10,43,59.4,2554.38,"2022-04-20"
340,71,3,197,431.84,85072.73,"2022-04-20"
341,71,9,183,245.11,44854.44,"2022-04-20"
342,72,12,121,725.61,87798.39,"2022-06-14"
343,72,10,26,54.12,1407.24,"2022-06-14"
344,73,12,83,724.29,60116.34,"2022-05-15"
345,73,10,51,59.72,3045.51,"2022-05-15"
346,73,9,191,234.6,44808.32,"2022-05-15"
347,73,4,199,469.12,93354.99,"2022-05-15"
348,73,10,36,53.66,1931.69,"2022-05-15"
349,73,7,160,142.88,22861.15,"2022-05-15"
350,73,7,209,148.68,31074.72,"2022-05-15"
351,74,7,140,151.63,21227.59,"2022-05-28"
352,74,1,163,424.74,69232.07,"2022-05-28"
353,74,4,234,497.09,116319.9,"2022-05-28"
354,74,1,136,381.28,51854.31,"2022-05-28"
355,75,3,129,412.45,53205.97,"2022-06-10"
356,75,3,185,493.28,91256.12,"2022-06-10"
357,75,5,105,140.85,14788.85,"2022-06-10"
358,75,7,105,132.84,13947.68,"2022-06-10"
359,75,3,147,486.09,71454.6,"2022-06-10"
360,75,6,31,182.59,5660.21,"2022-06-10"
361,75,12,99,789.97,78206.68,"2022-06-10"
362,75,1,102,399.66,40765.06,"2022-06-10"
363,76,3,110,492.11,54132.29,"2022-05-27"
364,76,2,136,557.07,75762.04,"2022-05-27"
365,77,5,147,138.9,20418.5,"2022-05-30"
366,77,10,25,54.07,1351.79,"2022-05-30"
367,77,4,218,442.99,96572.28,"2022-05-30"
368,77,12,210,717.9,150758.22,"2022-05-30"
369,77,7,212,128.3,27199.9,"2022-05-30"
370,77,2,111,471.76,52365.73,"2022-05-30"
371,77,1,175,422.36,73912.81,"2022-05-30"
372,78,7,226,140.81,31822.91,"2022-05-16"
373,78,7,101,151.15,15266.17,"2022-05-16"
374,78,4,239,492.13,117619.72,"2022-05-16"
375,78,11,213,386.89,82406.79,"2022-05-16"
376,78,11,241,416.06,100269.75,"2022-05-16"
377,79,6,39,181.15,7064.94,"2022-06-07"
378,79,1,217,410.18,89009.41,"2022-06-07"
379,79,3,110,476.09,52369.46,"2022-06-07"
380,80,7,116,142.11,16484.27,"2022-06-12"
381,80,6,42,154.2,6476.57,"2022-06-12"
382,80,9,133,270.33,35953.89,"2022-06-12"
383,80,11,175,417.6,73080.43,"2022-06-12"
384,80,3,129,436.65,56327.77,"2022-06-12"
385,81,5,101,141.56,14297.59,"2022-06-06"
386,81,5,115,161.95,18624.25,"2022-06-06"
387,81,2,67,474.96,31822.08,"2022-06-06"
388,81,5,213,159.16,33900.25,"2022-06-06"
389,82,2,129,551.12,71094.32,"2022-06-17"
390,82,1,166,396.84,65876.07,"2022-06-17"
391,82,11,123,388.68,47807.16,"2022-06-17"
392,82,4,197,466.81,91960.79,"2022-06-17"
393,82,8,180,51.17,9211.23,"2022-06-17"
394,82,8,242,50.3,12172.91,"2022-06-17"
395,82,3,115,434.13,49924.46,"2022-06-17"
396,82,1,153,369.27,56498.66,"2022-06-17"
397,83,2,50,546.67,27333.33,"2022-06-04"
398,84,1,178,419.45,74661.43,"2022-06-18"
399,84,9,101,257.24,25980.75,"2022-06-18"
400,84,8,227,52.91,12011.11,"2022-06-18"
401,84,2,100,473.91,47391.13,"2022-06-18"
402,84,3,123,476.05,58553.75,"2022-06-18"
403,84,6,37,164.58,6089.59,"2022-06-18"
404,84,3,138,455.28,62828.75,"2022-06-18"
405,85,6,31,178.29,5527.07,"2022-06-12"
406,85,1,126,413.76,52133.17,"2022-06-12"
407,85,10,57,53.74,3063.04,"2022-06-12"
408,85,5,166,153.15,25423.66,"2022-06-12"
409,85,10,32,51.72,1655.01,"2022-06-12"
410,86,5,158,136.93,21635.07,"2022-06-04"
411,86,3,184,424.6,78126.06,"2022-06-04"
412,86,10,42,58.73,2466.58,"2022-06-04"
413,86,12,211,820.53,173131.95,"2022-06-04"
414,86,6,22,185.81,4087.79,"2022-06-04"
415,86,9,271,265.99,72082.67,"2022-06-04"
416,87,11,119,419.35,49902.52,"2022-06-03"
417,87,5,212,161.47,34232.35,"2022-06-03"
418,88,6,48,186.91,8971.79,"2022-06-04"
419,88,5,211,153.8,32451.35,"2022-06-04"
420,89,2,117,518.16,60624.26,"2022-06-13"
421,89,6,35,174.44,6105.4,"2022-06-13"
422,89,5,131,153.01,20044.78,"2022-06-13"
423,89,8,112,57.78,6471.46,"2022-06-13"
424,89,2,147,522.47,76802.85,"2022-06-13"
425,89,10,34,56.75,1929.43,"2022-06-13"
426,90,4,252,453.2,114206.49,"2022-06-17"
427,90,12,149,713.01,106238.06,"2022-06-17"
428,90,4,188,423.46,79609.8,"2022-06-17"
429,90,9,250,239.58,59894.53,"2022-06-17"
430,90,10,26,56.91,1479.66,"2022-06-17"
431,90,3,175,481.47,84258.12,"2022-06-17"
432,90,1,242,439.3,106310.93,"2022-06-17"
433,90,11,259,373.33,96693.73,"2022-06-17"
434,91,2,145,510.68,74048.33,"2022-06-09"
435,92,8,86,56.18,4831.34,"2022-05-29"
436,92,10,56,59.76,3346.83,"2022-05-29"
437,92,8,188,54.39,10225.29,"2022-05-29"
438,92,10,28,55.06,1541.7,"2022-05-29"
439,92,3,150,424.46,63669.1,"2022-05-29"
440,93,12,230,770.37,177184.88,"2022-06-05"
441,93,1,234,397.1,92921.54,"2022-06-05"
442,93,8,242,52.84,12786.53,"2022-06-05"
443,93,4,164,494.99,81178.17,"2022-06-05"
444,93,10,52,58.37,3035.31,"2022-06-05"
445,94,7,99,144.22,14277.49,"2022-06-09"
446,95,12,132,675.05,89106.96,"2022-05-13"
447,96,11,278,413.92,115068.67,"2022-06-03"
448,96,2,68,510.75,34730.73,"2022-06-03"
449,96,6,31,158.08,4900.41,"2022-06-03"
450,96,8,187,50.8,9499.05,"2022-06-03"
451,96,10,26,57.08,1484.02,"2022-06-03"
452,97,9,230,269.48,61980.75,"2022-06-03"
453,97,1,102,420.05,42845.45,"2022-06-03"
454,98,8,115,57.44,6605.31,"2022-06-05"
455,98,2,102,558.57,56973.92,"2022-06-05"
456,99,3,189,492.22,93030.39,"2022-06-24"
457,100,11,209,364.09,76095.52,"2022-07-01"
458,100,6,46,173.72,7991.12,"2022-07-01"
459,100,10,20,60.26,1205.13,"2022-07-01"
460,100,4,97,492.54,47776.49,"2022-07-01"
461,100,8,134,57.07,7647.46,"2022-07-01"
462,101,7,188,151.4,28462.39,"2022-07-18"
463,101,1,171,360.6,61663.0,"2022-07-18"
464,101,5,80,158.5,12679.85,"2022-07-18"
465,102,3,165,488.54,80608.69,"2022-06-16"
466,102,7,115,128.33,14757.81,"2022-06-16"
467,102,1,165,400.44,66072.35,"2022-06-16"
468,102,10,53,56.41,2989.6,"2022-06-16"
469,103,1,166,426.42,70785.05,"2022-06-20"
470,103,3,105,428.07,44947.65,"2022-06-20"
471,103,10,22,55.44,1219.7,"2022-06-20"
472,103,10,20,49.73,994.55,"2022-06-20"
473,103,7,169,149.0,25181.12,"2022-06-20"
474,103,12,163,723.64,117952.95,"2022-06-20"
475,103,3,76,425.09,32306.96,"2022-06-20"
476,103,8,195,51.67,10075.71,"2022-06-20"
477,104,11,179,369.67,66171.0,"2022-07-02"
478,105,10,30,60.12,1803.74,"2022-07-11"
479,105,6,43,154.56,6645.92,"2022-07-11"
480,106,4,204,499.01,101797.05,"2022-06-30"
481,106,10,46,59.32,2728.56,"2022-06-30"
482,106,1,199,362.91,72219.59,"2022-06-30"
483,106,10,33,53.84,1776.79,"2022-06-30"
484,106,7,243,141.74,34441.91,"2022-06-30"
485,106,9,189,254.22,48048.27,"2022-06-30"
486,106,3,101,449.15,45364.65,"2022-06-30"
487,107,1,172,420.99,72409.7,"2022-07-12"
488,107,11,261,404.58,105594.96,"2022-07-12"
489,108,12,103,747.86,77029.4,"2022-07-10"
490,108,6,36,184.5,6641.96,"2022-07-10"
491,108,8,179,51.71,9255.57,"2022-07-10"
492,108,1,189,399.84,75570.02,"2022-07-10"
493,108,3,191,405.44,77438.44,"2022-07-10"
494,108,9,132,252.78,33366.62,"2022-07-10"
495,108,4,196,476.91,93473.48,"2022-07-10"
496,108,6,34,170.59,5800.12,"2022-07-10"
497,109,1,190,369.39,70184.49,"2022-07-22"
498,109,8,219,55.42,12136.42,"2022-07-22"
499,109,5,119,137.53,16366.53,"2022-07-22"
500,109,4,164,510.96,83797.53,"2022-07-22"
501,109,7,135,127.11,17159.54,"2022-07-22"
502,110,9,107,227.78,24372.73,"2022-06-29"
503,110,1,154,387.53,59680.31,"2022-06-29"
504,110,7,252,142.65,35947.51,"2022-06-29"
505,110,5,134,139.8,18733.46,"2022-06-29"
506,110,3,93,449.16,41771.68,"2022-06-29"
507,110,7,216,146.26,31593.08,"2022-06-29"
508,111,1,142,381.31,54145.89,"2022-07-01"
509,111,12,187,680.9,127327.99,"2022-07-01"
510,111,2,76,474.84,36088.2,"2022-07-01"
511,111,11,231,408.63,94394.24,"2022-07-01"
512,111,5,138,136.71,18865.55,"2022-07-01"
513,111,2,77,490.3,37752.98,"2022-07-01"
514,111,5,173,163.0,28198.68,"2022-07-01"
515,111,9,290,262.4,76096.22,"2022-07-01"
516,112,2,147,549.08,80714.28,"2022-06-16"
517,112,9,292,269.41,78667.12,"2022-06-16"
518,112,8,132,50.44,6658.52,"2022-06-16"
519,112,9,182,234.27,42637.28,"2022-06-16"
520,112,4,212,446.97,94758.3,"2022-06-16"
521,113,2,130,563.17,73212.63,"2022-06-29"
522,114,2,51,552.7,28187.73,"2022-06-26"
523,115,5,169,151.05,25526.91,"2022-07-03"
524,115,6,21,163.57,3435.03,"2022-07-03"
525,115,12,125,790.16,98769.76,"2022-07-03"
526,115,3,184,477.31,87824.73,"2022-07-03"
527,115,7,89,142.58,12689.37,"2022-07-03"
528,115,2,104,489.42,50899.95,"2022-07-03"
529,116,2,90,533.86,48047.77,"2022-07-02"
530,116,6,22,156.74,3448.25,"2022-07-02"
531,116,6,42,171.75,7213.42,"2022-07-02"
532,116,10,42,57.37,2409.51,"2022-07-02"
533,116,4,176,505.58,88981.7,"2022-07-02"
534,116,9,279,244.69,68268.51,"2022-07-02"
535,116,10,31,51.47,1595.5,"2022-07-02"
