"po_item_id","purchase_order_id","product_id","quantity","unit_cost","total_cost","expected_delivery_date"
237,54,9,128,259.04,33157.3,"2021-03-13"
238,54,9,79,248.23,19610.03,"2021-03-13"
239,54,6,54,185.97,10042.11,"2021-03-13"
240,54,1,34,363.21,12349.27,"2021-03-13"
241,54,2,93,523.66,48700.38,"2021-03-13"
242,55,1,53,425.16,22533.5,"2021-03-23"
243,55,7,39,152.28,5938.76,"2021-03-23"
244,55,1,32,432.81,13849.97,"2021-03-23"
245,56,5,119,153.39,18253.02,"2021-04-04"
246,56,6,37,184.27,6818.12,"2021-04-04"
247,56,7,22,127.65,2808.21,"2021-04-04"
248,56,3,76,461.06,35040.79,"2021-04-04"
249,56,11,30,411.24,12337.26,"2021-04-04"
250,56,10,164,57.2,9381.37,"2021-04-04"
251,56,2,66,483.17,31889.01,"2021-04-04"
252,57,7,38,149.52,5681.73,"2021-03-25"
253,58,8,173,59.97,10374.03,"2021-04-11"
254,58,9,106,226.88,24049.69,"2021-04-11"
255,58,12,213,684.73,145846.69,"2021-04-11"
256,58,11,54,432.52,23355.91,"2021-04-11"
257,58,7,22,133.21,2930.57,"2021-04-11"
258,58,10,245,59.2,14502.97,"2021-04-11"
259,59,8,89,58.99,5249.78,"2021-03-29"
260,59,10,165,59.26,9777.69,"2021-03-29"
261,59,12,109,679.31,74045.08,"2021-03-29"
262,60,8,173,54.35,9402.73,"2021-03-29"
263,60,4,78,459.39,35832.71,"2021-03-29"
264,60,10,123,55.22,6791.94,"2021-03-29"
265,60,1,79,397.79,31425.07,"2021-03-29"
266,60,6,85,183.01,15555.89,"2021-03-29"
267,61,12,166,769.23,127691.99,"2021-05-03"
268,61,11,85,370.17,31464.55,"2021-05-03"
269,61,9,105,264.02,27722.01,"2021-05-03"
270,62,7,21,133.55,2804.49,"2021-04-30"
271,62,1,43,415.22,17854.52,"2021-04-30"
272,62,2,139,494.64,68754.94,"2021-04-30"
273,62,9,75,273.86,20539.24,"2021-04-30"
274,62,1,62,365.11,22636.57,"2021-04-30"
275,62,5,201,158.16,31790.58,"2021-04-30"
276,63,12,188,719.62,135288.7,"2021-05-01"
277,64,10,188,50.81,9552.76,"2021-05-05"
278,65,11,31,439.77,13632.88,"2021-05-01"
279,65,9,98,267.83,26247.36,"2021-05-01"
280,65,2,92,543.25,49978.84,"2021-05-01"
281,65,9,118,244.67,28870.75,"2021-05-01"
282,65,9,69,241.61,16670.96,"2021-05-01"
283,65,2,80,510.26,40820.81,"2021-05-01"
284,65,11,81,422.24,34201.26,"2021-05-01"
285,65,5,211,154.5,32599.27,"2021-05-01"
286,66,5,200,137.83,27566.88,"2021-05-02"
287,66,11,47,414.28,19471.29,"2021-05-02"
288,66,3,57,465.29,26521.52,"2021-05-02"
289,66,2,194,497.11,96438.57,"2021-05-02"
290,67,5,182,153.75,27983.07,"2021-05-22"
291,67,4,73,476.52,34785.63,"2021-05-22"
292,68,1,92,407.26,37468.38,"2021-05-04"
293,68,2,112,534.66,59881.53,"2021-05-04"
294,68,7,37,152.55,5644.23,"2021-05-04"
295,68,10,170,58.05,9869.32,"2021-05-04"
296,68,7,41,147.88,6063.19,"2021-05-04"
297,68,10,172,50.03,8605.92,"2021-05-04"
298,69,4,95,513.66,48797.58,"2021-05-04"
299,69,2,161,533.67,85920.22,"2021-05-04"
300,69,2,177,546.74,96773.25,"2021-05-04"
301,69,8,195,54.48,10624.02,"2021-05-04"
302,69,1,77,387.5,29837.15,"2021-05-04"
303,69,11,61,405.86,24757.27,"2021-05-04"
304,69,3,65,423.92,27554.95,"2021-05-04"
305,69,6,93,182.46,16968.48,"2021-05-04"
306,70,6,79,163.94,12951.13,"2021-04-28"
307,70,10,180,53.03,9545.15,"2021-04-28"
308,70,8,173,58.16,10061.62,"2021-04-28"
309,70,11,72,425.4,30628.76,"2021-04-28"
310,70,10,83,55.52,4607.88,"2021-04-28"
311,71,2,187,517.57,96786.21,"2021-05-13"
312,71,1,62,401.57,24897.31,"2021-05-13"
313,71,7,26,149.16,3878.09,"2021-05-13"
314,71,2,194,511.44,99220.12,"2021-05-13"
315,71,2,159,527.01,83793.91,"2021-05-13"
316,71,11,82,394.97,32387.21,"2021-05-13"
317,71,9,77,260.38,20049.22,"2021-05-13"
318,71,1,39,380.74,14848.99,"2021-05-13"
319,72,10,122,54.83,6689.02,"2021-05-14"
320,72,2,110,547.53,60228.6,"2021-05-14"
321,72,12,207,744.39,154088.91,"2021-05-14"
322,73,4,72,467.74,33677.18,"2021-04-21"
323,74,7,26,152.93,3976.11,"2021-04-09"
324,74,5,154,143.96,22169.8,"2021-04-09"
325,74,4,98,476.54,46701.17,"2021-04-09"
326,74,11,45,360.6,16226.94,"2021-04-09"
327,75,2,67,504.24,33784.12,"2021-05-01"
328,75,2,100,490.26,49026.09,"2021-05-01"
329,76,6,64,158.79,10162.86,"2021-04-29"
330,76,1,46,406.36,18692.52,"2021-04-29"
331,77,12,231,701.62,162074.03,"2021-05-03"
332,77,3,148,493.16,72988.29,"2021-05-03"
333,77,12,105,712.68,74831.44,"2021-05-03"
334,77,2,68,520.67,35405.49,"2021-05-03"
335,77,1,73,417.62,30486.42,"2021-05-03"
336,78,10,167,55.59,9283.31,"2021-04-25"
337,78,9,86,244.35,21014.15,"2021-04-25"
338,78,11,42,382.42,16061.74,"2021-04-25"
339,78,6,80,182.94,14634.85,"2021-04-25"
340,78,1,81,390.78,31653.44,"2021-04-25"
341,78,7,27,144.34,3897.31,"2021-04-25"
342,78,7,39,147.85,5766.07,"2021-04-25"
343,78,4,89,438.24,39003.22,"2021-04-25"
344,79,4,105,486.82,51116.05,"2021-05-08"
345,80,8,221,50.05,11062.12,"2021-05-10"
346,80,8,84,51.03,4286.45,"2021-05-10"
347,81,4,98,442.39,43354.47,"2021-05-03"
348,81,1,80,383.61,30688.94,"2021-05-03"
349,81,12,261,775.08,202296.91,"2021-05-03"
350,81,4,90,490.18,44116.01,"2021-05-03"
351,82,10,202,49.71,10041.12,"2021-04-29"
352,82,4,43,460.1,19784.46,"2021-04-29"
353,82,3,110,436.25,47987.26,"2021-04-29"
354,82,6,51,182.78,9321.92,"2021-04-29"
355,83,1,55,399.78,21988.12,"2021-05-07"
356,83,10,213,51.03,10869.28,"2021-05-07"
357,83,7,24,143.25,3438.02,"2021-05-07"
358,83,10,153,54.33,8312.11,"2021-05-07"
359,83,3,118,411.6,48569.35,"2021-05-07"
360,84,1,32,386.85,12379.09,"2021-05-14"
361,84,1,36,409.5,14741.99,"2021-05-14"
362,84,7,16,137.67,2202.67,"2021-05-14"
363,84,11,62,397.44,24641.56,"2021-05-14"
364,84,10,126,57.48,7242.4,"2021-05-14"
365,84,11,41,388.61,15932.81,"2021-05-14"
366,84,6,42,178.26,7486.77,"2021-05-14"
367,85,8,156,54.55,8510.36,"2021-04-23"
368,85,2,158,537.76,84965.83,"2021-04-23"
369,85,1,36,420.68,15144.49,"2021-04-23"
370,85,4,48,481.12,23093.62,"2021-04-23"
371,85,3,97,428.77,41590.4,"2021-04-23"
372,86,1,42,391.97,16462.95,"2021-06-02"
373,86,10,218,50.19,10941.48,"2021-06-02"
374,86,8,176,49.81,8765.83,"2021-06-02"
375,86,11,30,401.62,12048.61,"2021-06-02"
376,86,10,157,53.46,8392.47,"2021-06-02"
377,86,5,149,149.65,22298.32,"2021-06-02"
378,86,12,260,736.64,191525.22,"2021-06-02"
379,87,9,67,243.22,16295.83,"2021-05-19"
380,87,8,215,58.79,12639.65,"2021-05-19"
381,87,6,95,168.94,16049.28,"2021-05-19"
382,87,9,56,251.84,14103.08,"2021-05-19"
383,87,5,236,155.98,36812.23,"2021-05-19"
384,88,7,34,144.98,4929.17,"2021-05-30"
385,88,4,79,483.66,38209.23,"2021-05-30"
386,88,11,63,419.94,26455.99,"2021-05-30"
387,89,1,63,371.54,23407.2,"2021-06-10"
388,89,8,116,51.51,5974.78,"2021-06-10"
389,89,9,98,259.36,25417.72,"2021-06-10"
390,89,12,238,752.12,179005.44,"2021-06-10"
391,89,11,84,376.27,31607.03,"2021-06-10"
392,90,10,140,59.85,8379.45,"2021-06-01"
393,90,3,88,410.66,36137.69,"2021-06-01"
394,90,2,180,537.68,96782.56,"2021-06-01"
395,90,12,155,776.34,120333.17,"2021-06-01"
396,90,9,92,244.53,22496.8,"2021-06-01"
397,91,4,76,449.57,34167.27,"2021-05-22"
398,91,2,94,511.34,48065.84,"2021-05-22"
399,91,4,99,503.36,49832.96,"2021-05-22"
400,91,4,86,487.29,41907.32,"2021-05-22"
401,92,7,14,128.18,1794.5,"2021-06-11"
402,92,12,131,801.42,104986.01,"2021-06-11"
403,92,4,93,495.12,46045.92,"2021-06-11"
404,92,10,225,52.73,11863.6,"2021-06-11"
405,92,7,26,145.38,3779.81,"2021-06-11"
406,92,7,27,145.15,3919.05,"2021-06-11"
407,93,8,151,55.0,8304.3,"2021-05-25"
408,93,6,100,168.84,16884.03,"2021-05-25"
409,93,4,51,430.37,21948.76,"2021-05-25"
410,94,3,91,437.83,39842.89,"2021-05-15"
411,94,5,162,156.61,25370.86,"2021-05-15"
412,94,10,181,50.96,9223.25,"2021-05-15"
413,94,2,148,508.53,75263.11,"2021-05-15"
414,95,11,44,379.29,16688.92,"2021-05-16"
415,95,12,125,715.94,89492.54,"2021-05-16"
416,95,9,85,254.63,21643.54,"2021-05-16"
417,95,10,216,58.39,12611.83,"2021-05-16"
418,95,10,187,54.71,10231.21,"2021-05-16"
419,95,7,36,129.38,4657.83,"2021-05-16"
420,95,6,53,174.59,9253.44,"2021-05-16"
421,96,2,157,495.89,77853.99,"2021-05-19"
422,96,10,115,56.87,6540.2,"2021-05-19"
423,96,9,84,263.39,22124.59,"2021-05-19"
424,96,9,99,246.96,24449.47,"2021-05-19"
425,96,3,125,439.77,54971.15,"2021-05-19"
426,96,5,93,146.11,13587.92,"2021-05-19"
427,97,10,210,51.0,10710.99,"2021-05-19"
428,97,1,65,402.23,26144.8,"2021-05-19"
429,98,6,66,168.25,11104.75,"2021-05-20"
430,98,3,109,465.7,50761.43,"2021-05-20"
431,98,5,125,158.6,19825.38,"2021-05-20"
432,98,9,77,266.57,20525.58,"2021-05-20"
433,99,4,39,494.44,19283.34,"2021-06-13"
434,99,4,104,478.17,49730.05,"2021-06-13"
435,99,5,229,160.29,36707.22,"2021-06-13"
436,99,6,74,158.61,11737.26,"2021-06-13"
437,99,6,36,162.87,5863.39,"2021-06-13"
438,99,2,156,554.1,86439.85,"2021-06-13"
439,100,5,145,149.59,21690.57,"2021-06-02"
440,100,3,107,471.97,50500.52,"2021-06-02"
441,100,11,59,436.21,25736.49,"2021-06-02"
442,101,9,83,272.11,22584.87,"2021-06-05"
443,102,10,221,51.58,11399.03,"2021-06-02"
444,102,1,39,415.19,16192.41,"2021-06-02"
445,103,9,71,241.78,17166.45,"2021-06-07"
446,104,10,83,50.26,4171.26,"2021-05-12"
447,104,3,149,474.47,70696.34,"2021-05-12"
448,105,7,20,129.62,2592.33,"2021-05-29"
449,105,5,217,142.17,30849.92,"2021-05-29"
450,105,7,16,149.9,2398.34,"2021-05-29"
451,105,2,72,510.98,36790.23,"2021-05-29"
452,105,3,139,442.04,61443.66,"2021-05-29"
453,106,10,156,50.01,7802.33,"2021-06-15"
454,106,4,98,425.5,41698.62,"2021-06-15"
455,106,9,98,226.31,22178.5,"2021-06-15"
456,106,3,73,431.58,31505.62,"2021-06-15"
457,107,8,141,56.66,7989.01,"2021-05-25"
458,107,1,91,375.09,34133.63,"2021-05-25"
459,108,2,190,550.06,104511.73,"2021-05-15"
460,108,5,213,143.03,30466.26,"2021-05-15"
461,109,2,111,540.99,60049.37,"2021-06-03"
462,109,8,230,52.38,12047.63,"2021-06-03"
463,109,3,112,411.45,46082.83,"2021-06-03"
464,109,9,120,255.18,30622.18,"2021-06-03"
465,109,12,128,698.61,89421.72,"2021-06-03"
466,109,7,15,152.18,2282.75,"2021-06-03"
467,109,6,46,169.98,7818.91,"2021-06-03"
468,110,2,100,470.98,47097.78,"2021-06-21"
469,110,11,55,433.19,23825.18,"2021-06-21"
470,111,4,95,445.4,42313.22,"2021-05-18"
471,111,4,93,427.14,39724.35,"2021-05-18"
472,111,11,41,412.37,16907.14,"2021-05-18"
473,111,7,34,135.69,4613.54,"2021-05-18"
474,111,1,89,390.24,34731.27,"2021-05-18"
475,111,12,209,701.47,146607.14,"2021-05-18"
476,112,4,93,425.66,39586.11,"2021-06-21"
477,112,3,133,473.84,63021.14,"2021-06-21"
478,112,6,82,185.36,15199.58,"2021-06-21"
479,112,8,157,50.36,7906.13,"2021-06-21"
480,113,12,280,820.77,229816.34,"2021-06-21"
481,113,1,43,415.23,17855.04,"2021-06-21"
482,113,9,75,259.82,19486.7,"2021-06-21"
483,113,8,86,59.03,5076.88,"2021-06-21"
484,114,4,104,428.55,44569.46,"2021-07-19"
485,114,9,113,231.9,26204.94,"2021-07-19"
486,114,3,96,481.23,46197.92,"2021-07-19"
487,114,4,102,476.75,48628.4,"2021-07-19"
488,114,4,102,502.65,51270.53,"2021-07-19"
489,114,7,29,148.76,4313.9,"2021-07-19"
490,114,7,26,129.99,3379.65,"2021-07-19"
491,114,5,112,152.55,17085.95,"2021-07-19"
492,115,10,86,55.39,4763.41,"2021-07-03"
493,115,4,108,449.15,48507.97,"2021-07-03"
494,115,7,41,153.66,6300.01,"2021-07-03"
495,115,6,95,161.55,15347.42,"2021-07-03"
496,115,10,149,52.31,7793.46,"2021-07-03"
497,115,1,71,382.72,27172.83,"2021-07-03"
498,115,9,133,248.82,33092.78,"2021-07-03"
499,115,11,32,371.67,11893.39,"2021-07-03"
500,116,5,84,159.96,13436.97,"2021-07-01"
501,116,7,30,144.02,4320.72,"2021-07-01"
502,116,8,242,58.03,14043.07,"2021-07-01"
503,116,9,48,248.66,11935.81,"2021-07-01"
504,116,11,74,378.9,28038.39,"2021-07-01"
505,116,11,65,397.03,25806.65,"2021-07-01"
506,116,8,186,49.66,9236.75,"2021-07-01"
507,117,5,119,153.93,18317.31,"2021-07-20"
508,117,1,39,420.32,16392.58,"2021-07-20"
509,117,2,94,478.58,44986.47,"2021-07-20"
510,117,9,117,246.36,28824.57,"2021-07-20"
511,117,4,103,480.32,49472.63,"2021-07-20"
512,117,2,168,521.79,87659.98,"2021-07-20"
513,117,5,177,136.26,24118.15,"2021-07-20"
514,117,12,138,756.52,104400.03,"2021-07-20"
515,118,10,130,60.02,7802.94,"2021-07-03"
516,118,12,132,813.77,107417.57,"2021-07-03"
517,118,3,146,493.45,72043.13,"2021-07-03"
518,118,12,150,807.62,121143.14,"2021-07-03"
519,119,5,202,142.0,28684.76,"2021-07-07"
520,119,1,46,380.85,17519.12,"2021-07-07"
521,119,4,115,508.54,58481.75,"2021-07-07"
522,120,7,30,147.59,4427.69,"2021-07-07"
523,120,10,184,54.69,10063.83,"2021-07-07"
524,120,8,231,53.38,12330.86,"2021-07-07"
525,120,12,244,739.05,180329.37,"2021-07-07"
526,120,4,50,467.6,23379.89,"2021-07-07"
527,120,1,43,362.49,15587.15,"2021-07-07"
528,120,4,79,424.26,33516.18,"2021-07-07"
529,120,1,73,393.32,28712.7,"2021-07-07"
530,121,12,162,768.7,124529.03,"2021-07-14"
531,121,9,88,246.46,21688.25,"2021-07-14"
532,121,11,48,394.96,18957.95,"2021-07-14"
533,121,6,87,174.3,15163.94,"2021-07-14"
534,122,5,194,159.62,30965.5,"2021-06-20"
535,122,12,183,720.12,131782.84,"2021-06-20"
